client,account,platform,post_id,url,posted_at,caption,media_type,language,views,likes,comments,shares
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_113,https://example.com/mumbai_falcons_youtube_113,2026-01-15 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,short,Hindi,216287,8272,647,223
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_114,https://example.com/delhi_strikers_instagram_114,2026-01-15 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,post,Hindi,273309,6887,309,1639
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_118,https://example.com/delhi_strikers_instagram_118,2026-01-16 21:00:00,Matchday moments presented by Dream11. #Cricket #Dream11,post,English,267266,7329,281,1291
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_119,https://example.com/delhi_strikers_youtube_119,2026-01-16 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,video,English,186780,8080,430,332
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_116,https://example.com/mumbai_falcons_youtube_116,2026-01-16 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,video,Hindi,133156,5176,398,236
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_117,https://example.com/delhi_strikers_instagram_117,2026-01-16 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,reel,Hindi,1333014,59515,4003,4117
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_120,https://example.com/mumbai_falcons_youtube_120,2026-01-17 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,video,Hindi,165220,3122,190,282
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_121,https://example.com/delhi_strikers_instagram_121,2026-01-17 21:00:00,Matchday moments presented by Dream11. #Cricket #Dream11,post,English,170012,3294,314,613
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_122,https://example.com/mumbai_falcons_instagram_122,2026-01-18 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,reel,Hindi,616830,15072,1741,2579
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_123,https://example.com/delhi_strikers_instagram_123,2026-01-18 21:00:00,Matchday moments presented by CRED. #Cricket #CRED,reel,English,196431,6606,558,389
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_124,https://example.com/delhi_strikers_instagram_124,2026-01-18 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,reel,Hindi,611214,26377,898,1708
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_129,https://example.com/delhi_strikers_instagram_129,2026-01-19 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,post,Hindi,101373,1644,140,568
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_128,https://example.com/delhi_strikers_instagram_128,2026-01-19 21:00:00,Matchday moments presented by Paytm. #Cricket #Paytm,reel,English,289894,5279,401,914
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_130,https://example.com/delhi_strikers_youtube_130,2026-01-19 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,short,Hindi,344201,14403,1018,1693
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_126,https://example.com/mumbai_falcons_instagram_126,2026-01-19 21:00:00,Matchday moments presented by Paytm. #Cricket #Paytm,post,English,241591,7846,550,1037
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_125,https://example.com/mumbai_falcons_instagram_125,2026-01-19 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,reel,English,99990,3503,197,294
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_127,https://example.com/mumbai_falcons_youtube_127,2026-01-19 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,video,Hindi,81839,2747,202,178
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_131,https://example.com/mumbai_falcons_youtube_131,2026-01-20 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,short,Hindi,337881,7986,1159,1680
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_132,https://example.com/mumbai_falcons_youtube_132,2026-01-20 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,short,English,212236,4194,783,504
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_133,https://example.com/delhi_strikers_instagram_133,2026-01-20 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,post,Hindi,331714,7048,593,1170
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_134,https://example.com/delhi_strikers_youtube_134,2026-01-20 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,short,Hindi,291532,5783,1110,1282
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_135,https://example.com/mumbai_falcons_youtube_135,2026-01-22 21:00:00,Matchday moments presented by Dream11. #Cricket #Dream11,short,English,268627,11815,633,969
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_136,https://example.com/delhi_strikers_instagram_136,2026-01-22 21:00:00,Matchday moments presented by Dream11. #Cricket #Dream11,post,English,286703,10647,606,825
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_137,https://example.com/delhi_strikers_instagram_137,2026-01-22 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,reel,Hindi,736014,16119,2094,4261
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_138,https://example.com/delhi_strikers_youtube_138,2026-01-22 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,video,Hindi,387164,16591,1427,1806
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_141,https://example.com/delhi_strikers_youtube_141,2026-01-23 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,video,Hindi,388853,7392,816,1999
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_139,https://example.com/delhi_strikers_instagram_139,2026-01-23 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,post,Hindi,270892,11341,378,578
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_140,https://example.com/delhi_strikers_youtube_140,2026-01-23 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,short,Hindi,377334,9678,497,1051
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_143,https://example.com/delhi_strikers_youtube_143,2026-01-24 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,short,Hindi,374823,15660,1043,1458
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_142,https://example.com/delhi_strikers_youtube_142,2026-01-24 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,video,Hindi,155860,6411,521,469
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_144,https://example.com/mumbai_falcons_instagram_144,2026-01-27 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,post,Hindi,163475,2738,545,173
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_145,https://example.com/mumbai_falcons_instagram_145,2026-01-27 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,reel,Hindi,1292235,42957,3257,5437
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_146,https://example.com/mumbai_falcons_youtube_146,2026-01-27 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,video,Hindi,105423,4725,334,357
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_147,https://example.com/mumbai_falcons_youtube_147,2026-01-27 21:00:00,CRED ke saath matchday vibes! #Win #Cricket @cred #reel,short,Hindi,308929,11540,740,1454
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_148,https://example.com/delhi_strikers_instagram_148,2026-01-27 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,reel,English,217062,4768,242,581
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_149,https://example.com/delhi_strikers_youtube_149,2026-01-27 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,short,Hindi,370344,13101,1132,2068
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_150,https://example.com/delhi_strikers_youtube_150,2026-01-27 21:00:00,Matchday moments presented by Jio. #Cricket #Jio,video,English,193768,3403,488,358
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_158,https://example.com/delhi_strikers_youtube_158,2026-01-28 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,video,Hindi,149548,2682,489,302
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_157,https://example.com/delhi_strikers_youtube_157,2026-01-28 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,short,Hindi,186514,3424,205,977
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_156,https://example.com/delhi_strikers_instagram_156,2026-01-28 21:00:00,Matchday moments presented by Jio. #Cricket #Jio,reel,English,359914,15022,431,1921
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_155,https://example.com/delhi_strikers_instagram_155,2026-01-28 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,reel,Hindi,307074,11393,367,1213
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_153,https://example.com/mumbai_falcons_youtube_153,2026-01-28 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,video,English,285291,9608,351,1584
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_152,https://example.com/mumbai_falcons_instagram_152,2026-01-28 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,post,Hindi,358196,12869,1279,1141
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_151,https://example.com/mumbai_falcons_instagram_151,2026-01-28 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,reel,English,251374,5218,544,1007
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_154,https://example.com/mumbai_falcons_youtube_154,2026-01-28 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,short,Hindi,135930,4575,201,800
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_159,https://example.com/mumbai_falcons_instagram_159,2026-01-30 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,post,Hindi,214585,9206,245,1029
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_160,https://example.com/mumbai_falcons_youtube_160,2026-01-30 21:00:00,Matchday moments presented by CRED. #Cricket #CRED,video,English,96243,3721,105,345
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_161,https://example.com/delhi_strikers_youtube_161,2026-01-30 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,short,Hindi,193547,7051,674,749
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_162,https://example.com/mumbai_falcons_youtube_162,2026-02-01 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,short,Hindi,108292,1638,267,374
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_163,https://example.com/delhi_strikers_youtube_163,2026-02-01 21:00:00,Matchday moments presented by CRED. #Cricket #CRED,video,English,350081,7987,1341,846
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_168,https://example.com/delhi_strikers_instagram_168,2026-02-02 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,post,Hindi,316090,11019,1019,584
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_169,https://example.com/delhi_strikers_youtube_169,2026-02-02 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,short,Hindi,322230,11046,995,1140
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_167,https://example.com/delhi_strikers_instagram_167,2026-02-02 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,post,Hindi,391473,14732,1275,1656
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_166,https://example.com/mumbai_falcons_youtube_166,2026-02-02 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,video,Hindi,217990,6069,574,404
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_165,https://example.com/mumbai_falcons_instagram_165,2026-02-02 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,post,Hindi,290381,12444,1067,1372
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_164,https://example.com/mumbai_falcons_instagram_164,2026-02-02 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,post,Hindi,122405,3636,486,465
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_170,https://example.com/mumbai_falcons_instagram_170,2026-02-04 21:00:00,Matchday moments presented by CRED. #Cricket #CRED,reel,English,209803,7698,589,575
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_171,https://example.com/delhi_strikers_instagram_171,2026-02-04 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,post,English,133375,2659,396,263
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_172,https://example.com/mumbai_falcons_instagram_172,2026-02-05 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,post,Hindi,137293,4687,181,279
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_173,https://example.com/mumbai_falcons_youtube_173,2026-02-05 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,short,Hindi,169876,6082,424,707
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_174,https://example.com/delhi_strikers_instagram_174,2026-02-05 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,reel,Hindi,876558,32632,3264,2761
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_175,https://example.com/delhi_strikers_youtube_175,2026-02-05 21:00:00,Matchday moments presented by CRED. #Cricket #CRED,video,English,386059,15663,1173,1624
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_176,https://example.com/delhi_strikers_youtube_176,2026-02-05 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,video,Hindi,72220,3021,124,216
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_182,https://example.com/delhi_strikers_youtube_182,2026-02-06 21:00:00,Dream11 ke saath matchday vibes! #Win #Cricket @dream11 #reel,short,Hindi,300487,10173,908,1172
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_181,https://example.com/delhi_strikers_instagram_181,2026-02-06 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,reel,Hindi,1009190,25900,1180,2393
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_180,https://example.com/delhi_strikers_instagram_180,2026-02-06 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,post,Hindi,273941,8396,611,1572
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_178,https://example.com/mumbai_falcons_youtube_178,2026-02-06 21:00:00,Jio ke saath matchday vibes! #Win #Cricket @jio #reel,short,Hindi,336817,14229,444,759
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_177,https://example.com/mumbai_falcons_instagram_177,2026-02-06 21:00:00,Paytm ke saath matchday vibes! #Win #Cricket @paytm #reel,post,Hindi,162037,4949,483,869
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_179,https://example.com/mumbai_falcons_youtube_179,2026-02-06 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,short,English,184758,5649,240,715
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_183,https://example.com/mumbai_falcons_youtube_183,2026-02-07 21:00:00,Matchday moments presented by Paytm. #Cricket #Paytm,short,English,157025,4532,234,886
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_184,https://example.com/delhi_strikers_youtube_184,2026-02-07 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,video,English,198482,7827,285,859
Delhi Strikers (Demo),delhi_strikers_youtube,youtube,delhi_strikers_youtube_185,https://example.com/delhi_strikers_youtube_185,2026-02-07 21:00:00,Matchday moments presented by Paytm. #Cricket #Paytm,video,English,202097,6969,674,676
Mumbai Falcons (Demo),mumbai_falcons_youtube,youtube,mumbai_falcons_youtube_187,https://example.com/mumbai_falcons_youtube_187,2026-02-08 21:00:00,Tata ke saath matchday vibes! #Win #Cricket @tata #reel,video,Hindi,334237,9310,973,1435
Mumbai Falcons (Demo),mumbai_falcons_instagram,instagram,mumbai_falcons_instagram_186,https://example.com/mumbai_falcons_instagram_186,2026-02-08 21:00:00,Matchday moments presented by Paytm. #Cricket #Paytm,post,English,97602,2874,333,487
Delhi Strikers (Demo),delhi_strikers_instagram,instagram,delhi_strikers_instagram_188,https://example.com/delhi_strikers_instagram_188,2026-02-08 21:00:00,Matchday moments presented by Tata. #Cricket #Tata,post,English,109917,1929,296,288
